Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,BMI_Calc,Weekly_Calories,Monthly_Calories,Monthly_Fat_Loss_kg,Current_Fat_kg,Target_Fat_kg,Fat_kg_To_Lose,Months_To_Target
19,Female,65.2,1.52,188,130,71,1.23,800,Cardio,30.6,2.4,3,1,28.22,28.220221606648202,2400,9600,1.2467532467532467,19.9512,9.78,10.1712,8.158150000000001
43,Male,108.6,1.73,174,150,66,1.33,988,Cardio,28.5,2.2,2,1,36.29,36.285876574559786,1976,7904,1.0264935064935066,30.950999999999997,16.29,14.660999999999998,14.282603744939268
23,Female,41.9,1.58,163,132,67,0.56,370,HIIT,26.8,1.8,3,1,16.78,16.784169203653256,1110,4440,0.5766233766233766,11.2292,6.284999999999999,4.944200000000001,8.574400900900903
49,Female,68.3,1.52,177,150,60,1.45,979,Strength,29.4,1.8,4,2,29.56,29.56198060941828,3916,15664,2.0342857142857143,20.080199999999998,10.245,9.835199999999999,4.834719101123595
28,Male,66.0,1.9,175,158,56,1.18,1025,HIIT,24.1,3.0,3,1,18.28,18.282548476454295,3075,12300,1.5974025974025974,15.906,9.9,6.006,3.7598536585365854
34,Male,71.9,1.64,170,134,67,1.26,929,Cardio,21.3,2.1,4,2,26.73,26.73259964306961,3716,14864,1.9303896103896103,15.3147,10.785,4.5297,2.346521124865447
55,Male,75.6,1.71,173,130,57,1.03,663,Strength,28.1,2.0,4,2,25.85,25.854108956602033,2652,10608,1.3776623376623376,21.2436,11.339999999999998,9.903600000000003,7.188699095022627
22,Female,71.6,1.77,197,158,56,1.49,1177,Yoga,30.3,1.8,3,1,22.85,22.854224520412394,3531,14124,1.8342857142857143,21.694799999999997,10.739999999999998,10.954799999999999,5.9722429906542045
51,Female,57.4,1.77,177,123,72,1.08,598,Yoga,31.6,2.1,4,2,18.32,18.3216827859172,2392,9568,1.2425974025974027,18.1384,8.61,9.528400000000001,7.66813127090301
28,Male,87.0,1.76,197,121,60,1.2,799,Yoga,28.4,3.5,3,2,28.09,28.08626033057851,2397,9588,1.2451948051948052,24.708,13.049999999999999,11.658,9.362390488110137
33,Female,65.3,1.71,172,135,74,1.18,796,HIIT,29.7,2.5,4,2,22.33,22.33165760404911,3184,12736,1.654025974025974,19.394099999999998,9.795,9.599099999999998,5.80347597361809
50,Male,45.4,1.67,163,158,62,1.37,1071,Yoga,24.1,2.8,4,2,16.28,16.278819606296388,4284,17136,2.2254545454545456,10.9414,6.81,4.1314,1.8564297385620916
23,Female,78.6,1.73,192,156,56,1.47,1147,HIIT,32.3,1.5,4,2,26.26,26.26215376390791,4588,18352,2.3833766233766234,25.387799999999995,11.79,13.597799999999996,5.705267000871838
33,Female,78.0,1.71,187,136,58,1.08,734,Cardio,26.3,2.1,3,1,26.67,26.674874320303687,2202,8808,1.143896103896104,20.514,11.7,8.814,7.705245231607629
20,Female,71.3,1.69,167,163,52,1.28,1043,Strength,33.4,2.3,3,2,24.96,24.96411190084381,3129,12516,1.6254545454545455,23.814199999999996,10.694999999999999,13.119199999999998,8.071096196868007
37,Male,49.1,1.74,193,138,52,1.11,842,Yoga,22.3,2.6,3,2,16.22,16.217465979653852,2526,10104,1.3122077922077922,10.949300000000001,7.365,3.5843000000000007,2.7315033650039595
53,Female,78.3,1.65,164,126,50,1.24,703,HIIT,33.7,1.6,3,1,28.76,28.7603305785124,2109,8436,1.0955844155844157,26.3871,11.745,14.642100000000001,13.364647937411096
36,Female,57.3,1.64,164,157,70,1.13,887,Strength,25.3,1.8,4,2,21.3,21.30428316478287,3548,14192,1.8431168831168832,14.4969,8.594999999999999,5.901900000000001,3.2021300732807223
43,Female,48.4,1.61,190,127,69,1.28,732,Cardio,34.1,2.4,2,1,18.67,18.672119131206355,1464,5856,0.7605194805194805,16.5044,7.26,9.2444,12.155375683060111
20,Male,76.4,1.62,168,132,51,1.35,980,Cardio,21.2,2.6,4,2,29.11,29.11141594269166,3920,15680,2.036363636363636,16.1968,11.46,4.736799999999999,2.3261071428571425
36,Male,110.2,1.77,191,156,74,1.19,1021,HIIT,26.5,3.4,2,1,35.18,35.175077404321875,2042,8168,1.0607792207792208,29.203000000000003,16.53,12.673000000000002,11.946878060724782
37,Female,72.9,1.76,192,121,52,1.21,732,Strength,27.5,1.9,3,2,23.53,23.53434917355372,2196,8784,1.1407792207792207,20.047500000000003,10.935,9.112500000000002,7.987961065573773
24,Female,58.9,1.76,189,130,73,0.63,410,HIIT,30.1,1.7,3,1,19.01,19.014721074380166,1230,4920,0.638961038961039,17.7289,8.834999999999999,8.8939,13.919315040650407
50,Male,96.7,1.72,188,125,62,1.46,903,Strength,25.7,2.7,3,2,32.69,32.68658734451055,2709,10836,1.4072727272727272,24.8519,14.504999999999999,10.346900000000002,7.352448320413438
56,Male,107.8,1.73,185,126,50,1.09,680,Yoga,26.6,2.8,3,2,36.02,36.01857729960907,2040,8160,1.0597402597402596,28.6748,16.169999999999998,12.504800000000003,11.799872549019613
35,Female,65.8,1.62,189,158,69,1.0,790,Cardio,33.8,1.5,4,2,25.07,25.072397500381033,3160,12640,1.6415584415584417,22.240399999999998,9.87,12.370399999999998,7.535765822784809
57,Female,68.5,1.56,168,138,68,1.45,900,HIIT,29.1,1.6,4,2,28.15,28.147600262984877,3600,14400,1.87012987012987,19.933500000000002,10.275,9.658500000000002,5.164614583333335
28,Male,76.3,1.62,161,162,70,1.16,1034,Strength,20.1,2.3,3,2,29.07,29.073311995122687,3102,12408,1.6114285714285714,15.3363,11.444999999999999,3.891300000000001,2.4148138297872346
45,Female,44.5,1.65,162,148,71,1.44,959,Yoga,30.7,1.6,3,1,16.35,16.345270890725438,2877,11508,1.4945454545454546,13.6615,6.675,6.9865,4.674665450121655
42,Female,50.7,1.75,163,162,51,1.29,940,Strength,29.0,1.9,3,2,16.56,16.555102040816326,2820,11280,1.464935064935065,14.703,7.605,7.097999999999999,4.8452659574468075
48,Male,73.7,1.61,172,121,63,1.36,815,Cardio,21.8,3.6,4,2,28.43,28.43254504070059,3260,13040,1.6935064935064934,16.0666,11.055,5.011600000000001,2.9593036809815962
47,Male,55.6,1.77,198,138,68,1.2,820,Cardio,24.3,2.9,4,2,17.75,17.74713524210795,3280,13120,1.7038961038961038,13.5108,8.34,5.1708,3.034692073170732
59,Male,86.9,1.76,194,123,60,1.13,688,Strength,29.8,3.1,3,2,28.05,28.053977272727277,2064,8256,1.0722077922077922,25.8962,13.035,12.8612,11.995062984496125
24,Female,40.4,1.64,168,168,55,0.99,832,HIIT,31.0,1.9,2,1,15.02,15.020820939916717,1664,6656,0.8644155844155844,12.524,6.06,6.4639999999999995,7.477884615384615
33,Female,78.5,1.66,161,156,69,1.29,1006,HIIT,32.8,1.9,4,2,28.49,28.487443750907246,4024,16096,2.0903896103896105,25.747999999999998,11.775,13.972999999999997,6.68439985089463
43,Male,102.6,1.72,190,147,58,0.82,597,Strength,27.5,2.0,2,1,34.68,34.680908599242834,1194,4776,0.6202597402597403,28.215,15.389999999999999,12.825000000000001,20.676821608040203
19,Male,110.8,1.91,161,149,54,1.31,1074,Strength,23.3,2.9,2,1,30.37,30.3719744524547,2148,8592,1.1158441558441559,25.8164,16.619999999999997,9.196400000000004,8.241652700186224
18,Female,60.9,1.79,191,126,69,1.11,699,Cardio,31.1,2.1,2,1,19.01,19.00689741268999,1398,5592,0.7262337662337662,18.939899999999998,9.135,9.804899999999998,13.501024678111586
29,Male,55.7,1.61,177,128,51,1.41,993,Strength,28.7,2.3,3,1,21.49,21.48836850430153,2979,11916,1.5475324675324675,15.985899999999999,8.355,7.630899999999999,4.931011245384356
22,Male,110.5,1.92,172,144,55,1.16,919,HIIT,20.2,3.3,3,2,29.98,29.97504340277778,2757,11028,1.4322077922077923,22.320999999999998,16.575,5.745999999999999,4.011987667754805
54,Male,55.2,1.71,164,152,67,0.77,579,Cardio,24.4,2.8,2,1,18.88,18.877603365137993,1158,4632,0.6015584415584415,13.4688,8.28,5.1888000000000005,8.625595854922281
49,Male,46.5,1.72,169,120,72,1.4,832,Yoga,22.2,2.6,4,2,15.72,15.717955651703626,3328,13312,1.7288311688311688,10.323,6.975,3.3480000000000008,1.936568509615385
26,Female,70.9,1.66,184,125,68,0.81,506,HIIT,28.9,1.7,3,1,25.73,25.729423718972278,1518,6072,0.7885714285714286,20.4901,10.635,9.855100000000002,12.497409420289857
58,Male,74.6,1.75,193,137,58,1.09,739,HIIT,24.2,2.9,2,1,24.36,24.359183673469385,1478,5912,0.7677922077922078,18.053199999999997,11.19,6.863199999999997,8.93887686062246
52,Male,45.1,1.72,196,129,70,0.93,594,Cardio,27.5,3.3,2,1,15.24,15.24472687939427,1188,4752,0.6171428571428571,12.402500000000002,6.765,5.637500000000002,9.134837962962967
36,Male,99.9,1.99,189,147,73,1.33,1075,Yoga,20.9,2.5,3,1,25.23,25.226635691017904,3225,12900,1.6753246753246753,20.8791,14.985,5.894100000000002,3.5181837209302333
20,Female,75.9,1.73,165,152,63,1.39,1056,Strength,30.6,2.1,4,2,25.36,25.360018710949248,4224,16896,2.1942857142857144,23.2254,11.385,11.8404,5.396015625
37,Female,71.2,1.64,162,120,73,1.11,666,HIIT,29.9,1.7,3,2,26.47,26.472337894110655,1998,7992,1.037922077922078,21.2888,10.68,10.608799999999999,10.22119119119119
41,Male,78.8,1.72,172,132,62,1.01,660,Cardio,27.3,3.1,4,2,26.64,26.636019469983776,2640,10560,1.3714285714285714,21.5124,11.819999999999999,9.692400000000001,7.067375000000001
50,Male,50.6,1.69,162,156,60,1.31,1012,Cardio,23.8,3.0,2,1,17.72,17.716466510276252,2024,8096,1.0514285714285714,12.042800000000002,7.59,4.452800000000002,4.235000000000002
28,Male,108.5,1.79,183,120,68,1.33,878,HIIT,24.8,2.1,4,2,33.86,33.86286320651665,3512,14048,1.8244155844155845,26.908,16.275,10.633000000000003,5.828167710706151
55,Female,79.7,1.66,195,160,68,1.06,763,Cardio,27.8,1.9,2,1,28.92,28.922920598054873,1526,6104,0.7927272727272727,22.156600000000005,11.955,10.201600000000004,12.86899082568808
37,Female,54.6,1.57,170,150,62,1.31,982,Strength,32.1,2.4,3,1,22.15,22.151000040569595,2946,11784,1.5303896103896104,17.526600000000002,8.19,9.336600000000002,6.100799389002038
52,Female,47.8,1.54,198,146,63,1.34,880,Cardio,29.8,1.9,3,2,20.16,20.155169505818854,2640,10560,1.3714285714285714,14.244399999999999,7.169999999999999,7.0744,5.158416666666667
42,Male,97.9,1.91,193,136,73,1.01,680,Strength,29.0,2.8,3,2,26.84,26.835887174145448,2040,8160,1.0597402597402596,28.391,14.685,13.705999999999998,12.933357843137253
52,Female,63.1,1.54,185,165,67,1.36,1010,Strength,34.8,1.8,3,2,26.61,26.60651037274414,3030,12120,1.574025974025974,21.9588,9.465,12.4938,7.937480198019801
42,Female,72.4,1.69,177,148,61,1.07,713,Yoga,29.0,2.3,3,2,25.35,25.349252477154167,2139,8556,1.1111688311688313,20.996,10.860000000000001,10.135999999999997,9.121926133707337
35,Female,50.4,1.6,195,156,59,1.03,803,Cardio,29.1,1.9,4,2,19.69,19.687499999999996,3212,12848,1.6685714285714286,14.666400000000001,7.56,7.106400000000002,4.2589726027397266
19,Female,58.8,1.77,181,136,53,1.4,952,HIIT,32.8,2.7,2,1,18.77,18.768553097768837,1904,7616,0.9890909090909091,19.286399999999997,8.819999999999999,10.466399999999998,10.581838235294116
52,Male,105.2,1.62,189,141,61,1.36,949,HIIT,27.6,3.2,3,1,40.09,40.085352842554485,2847,11388,1.478961038961039,29.035200000000003,15.78,13.255200000000004,8.962507903055851
33,Female,45.9,1.5,189,144,62,0.92,662,Yoga,29.8,1.7,3,1,20.4,20.4,1986,7944,1.0316883116883118,13.678199999999999,6.885,6.793199999999999,6.5845468277945605
58,Female,65.2,1.63,167,121,53,1.12,610,HIIT,25.4,2.0,3,2,24.54,24.5398773006135,1830,7320,0.9506493506493506,16.5608,9.78,6.780800000000001,7.1328087431694005
50,Male,90.0,1.7,168,124,74,0.81,497,Cardio,22.9,2.7,2,1,31.14,31.14186851211073,994,3976,0.5163636363636364,20.61,13.5,7.109999999999999,13.769366197183098
50,Male,51.5,1.71,199,155,64,1.48,1136,Yoga,20.9,2.9,2,1,17.61,17.612256762764613,2272,9088,1.1802597402597403,10.763499999999999,7.725,3.038499999999999,2.574433318661971
38,Male,91.5,1.77,178,140,74,0.8,616,Yoga,26.7,3.4,2,1,29.21,29.20616681030355,1232,4928,0.64,24.430500000000002,13.725,10.705500000000002,16.727343750000003
37,Male,48.7,1.67,164,132,74,1.39,1009,Yoga,27.3,3.0,2,1,17.46,17.462081824375204,2018,8072,1.0483116883116883,13.295100000000001,7.305,5.990100000000002,5.714044846382559
25,Female,57.8,1.56,170,156,66,1.35,1053,Yoga,29.3,1.6,3,2,23.75,23.7508218277449,3159,12636,1.641038961038961,16.935399999999998,8.67,8.265399999999998,5.036687242798353
34,Female,74.2,1.57,178,158,52,1.47,1161,Cardio,32.7,2.4,3,1,30.1,30.102641080774067,3483,13932,1.8093506493506493,24.2634,11.13,13.1334,7.258626184323859
29,Male,125.9,2.0,186,152,67,1.36,1137,Strength,24.7,3.1,4,2,31.48,31.475,4548,18192,2.3625974025974026,31.0973,18.885,12.212299999999999,5.169014401934916
39,Male,105.5,1.99,199,133,71,0.81,593,HIIT,26.4,2.5,2,1,26.64,26.640741395419305,1186,4744,0.6161038961038962,27.852,15.825,12.027000000000001,19.521058178752106
39,Male,93.4,1.7,191,155,50,1.1,938,Strength,21.1,2.5,4,2,32.32,32.31833910034602,3752,15008,1.949090909090909,19.707400000000003,14.01,5.697400000000004,2.923106343283584
47,Male,82.1,1.84,185,136,65,1.37,922,Strength,24.4,3.4,4,2,24.25,24.249763705103966,3688,14752,1.915844155844156,20.0324,12.315,7.7174,4.028198210412147
55,Female,42.9,1.69,186,140,56,0.9,567,Yoga,34.7,2.4,2,1,15.02,15.02048247610378,1134,4536,0.5890909090909091,14.8863,6.435,8.4513,14.346342592592592
25,Male,112.4,1.96,188,135,72,1.42,1054,Cardio,23.2,2.5,2,1,29.26,29.25864223240317,2108,8432,1.095064935064935,26.0768,16.86,9.2168,8.41666982922201
44,Female,77.7,1.79,198,165,53,1.41,1047,HIIT,28.1,2.2,3,1,24.25,24.25017945756999,3141,12564,1.6316883116883116,21.833700000000004,11.655,10.178700000000005,6.238139923591216
44,Male,89.3,1.99,192,135,58,1.4,936,HIIT,26.3,2.0,4,2,22.55,22.549935607686674,3744,14976,1.944935064935065,23.4859,13.395,10.090900000000001,5.188296607905984
51,Female,70.3,1.55,178,139,54,1.4,876,Yoga,26.1,1.6,3,1,29.26,29.26118626430801,2628,10512,1.3651948051948053,18.3483,10.545,7.803299999999998,5.7158875570776235
38,Female,59.1,1.72,196,148,68,1.07,792,Cardio,31.3,1.7,3,2,19.98,19.977014602487834,2376,9504,1.2342857142857142,18.4983,8.865,9.6333,7.804756944444445
47,Female,49.9,1.69,178,147,64,1.48,979,HIIT,26.0,1.7,3,2,17.47,17.47137705262421,2937,11748,1.5257142857142858,12.974,7.484999999999999,5.489000000000001,3.5976591760299628
50,Male,101.7,1.67,192,127,57,0.53,333,HIIT,20.9,2.9,2,1,36.47,36.46599017533795,666,2664,0.345974025974026,21.2553,15.254999999999999,6.000299999999999,17.343209459459455
45,Male,93.0,1.91,175,143,55,1.03,729,Cardio,27.3,3.7,3,2,25.49,25.492722238973712,2187,8748,1.136103896103896,25.389000000000003,13.95,11.439000000000004,10.068621399176958
50,Male,87.4,1.6,182,122,67,0.77,465,Strength,23.2,3.1,2,1,34.14,34.14062499999999,930,3720,0.4831168831168831,20.2768,13.110000000000001,7.1668,14.834505376344087
36,Male,123.7,1.69,185,138,73,1.3,987,Cardio,20.4,2.1,4,2,43.31,43.310808445082465,3948,15792,2.050909090909091,25.2348,18.555,6.6798,3.256994680851064
52,Male,72.3,1.94,171,121,56,1.46,874,Yoga,21.1,2.9,3,2,19.21,19.210330534594537,2622,10488,1.362077922077922,15.2553,10.844999999999999,4.410300000000001,3.2379204805492003
34,Female,69.2,1.53,167,134,59,1.36,911,HIIT,28.5,2.1,2,1,29.56,29.561279849630484,1822,7288,0.9464935064935065,19.721999999999998,10.38,9.341999999999997,9.870115257958284
45,Male,81.4,1.61,164,141,55,1.14,796,Cardio,30.0,2.2,4,2,31.4,31.403109447937965,3184,12736,1.654025974025974,24.42,12.21,12.21,7.381988065326634
46,Male,55.1,1.72,164,137,66,1.43,970,Yoga,20.5,3.6,3,2,18.62,18.624932395889672,2910,11640,1.5116883116883117,11.295499999999999,8.265,3.030499999999998,2.0047121993127135
58,Male,109.7,1.75,181,168,54,1.01,840,HIIT,22.1,2.7,2,1,35.82,35.820408163265306,1680,6720,0.8727272727272727,24.2437,16.455,7.788700000000002,8.924552083333337
54,Male,78.4,1.9,174,146,72,0.81,585,Yoga,21.5,3.7,2,1,21.72,21.71745152354571,1170,4680,0.6077922077922078,16.856,11.76,5.096000000000002,8.384444444444448
41,Female,76.7,1.79,172,132,56,1.4,832,Yoga,34.0,2.0,4,2,23.94,23.938079335850944,3328,13312,1.7288311688311688,26.078000000000003,11.505,14.573000000000002,8.42939453125
46,Female,63.1,1.61,187,152,68,1.0,684,Strength,34.7,2.2,4,2,24.34,24.343196635932255,2736,10944,1.4212987012987013,21.8957,9.465,12.430700000000002,8.746015168128656
50,Female,66.3,1.57,192,132,73,1.25,742,HIIT,31.6,1.6,2,1,26.9,26.897642906405938,1484,5936,0.7709090909090909,20.9508,9.944999999999999,11.005800000000002,14.276391509433966
38,Male,61.3,1.97,177,146,51,1.37,1100,Cardio,23.5,2.8,3,1,15.8,15.795305212708392,3300,13200,1.7142857142857142,14.405499999999998,9.194999999999999,5.2105,3.039458333333333
49,Female,44.1,1.65,189,133,74,1.16,694,HIIT,26.7,1.8,4,2,16.2,16.198347107438018,2776,11104,1.442077922077922,11.774700000000001,6.615,5.159700000000001,3.577961995677234
40,Male,63.8,1.62,185,143,72,1.3,1022,HIIT,20.8,3.4,2,1,24.31,24.31031854900167,2044,8176,1.0618181818181818,13.2704,9.569999999999999,3.700400000000002,3.4849657534246594
20,Female,74.7,1.58,172,166,62,1.04,863,Strength,32.8,2.4,3,2,29.92,29.92308924851786,2589,10356,1.3449350649350649,24.501599999999996,11.205,13.296599999999996,9.886425260718422
35,Female,78.0,1.67,198,168,57,1.13,949,Strength,33.3,2.5,4,2,27.97,27.968016063681024,3796,15184,1.971948051948052,25.973999999999997,11.7,14.273999999999997,7.238527397260273
42,Female,57.5,1.67,192,149,55,1.14,764,Yoga,34.1,2.4,2,1,20.62,20.617447739252036,1528,6112,0.7937662337662338,19.6075,8.625,10.982500000000002,13.835937500000002
59,Female,60.7,1.73,185,154,55,1.03,714,Yoga,33.8,2.5,3,2,20.28,20.281332486885628,2142,8568,1.1127272727272728,20.5166,9.105,11.4116,10.255522875816993
48,Male,69.0,1.74,160,167,58,1.48,1223,HIIT,30.0,2.3,3,2,22.79,22.79032897344431,3669,14676,1.9059740259740259,20.7,10.35,10.35,5.430294358135732
20,Female,75.8,1.78,197,133,53,1.42,944,HIIT,27.4,2.0,4,2,23.92,23.923747001641207,3776,15104,1.9615584415584415,20.769199999999998,11.37,9.399199999999999,4.7917002118644065
57,Female,75.7,1.63,161,131,60,0.69,407,Cardio,32.6,2.3,3,1,28.49,28.491851405773648,1221,4884,0.6342857142857142,24.6782,11.355,13.3232,21.005045045045048
41,Female,71.2,1.64,165,147,54,1.42,939,HIIT,30.9,2.3,3,2,26.47,26.472337894110655,2817,11268,1.4633766233766234,22.0008,10.68,11.320800000000002,7.7360809371672
39,Female,63.6,1.56,183,148,66,1.22,903,Strength,34.8,2.4,2,1,26.13,26.13412228796844,1806,7224,0.9381818181818182,22.1328,9.54,12.5928,13.422558139534884
40,Male,73.2,1.94,177,162,69,0.81,722,Strength,29.0,2.4,2,1,19.45,19.449463279838454,1444,5776,0.7501298701298701,21.227999999999998,10.98,10.247999999999998,13.661634349030468
19,Female,48.3,1.52,186,136,56,0.96,653,Strength,26.3,1.6,2,1,20.91,20.905470914127424,1306,5224,0.6784415584415584,12.7029,7.244999999999999,5.4579,8.044760719754978
59,Male,88.1,1.76,187,168,74,1.35,1123,Strength,26.9,3.0,3,2,28.44,28.441373966942148,3369,13476,1.7501298701298702,23.698899999999995,13.214999999999998,10.483899999999997,5.990355446720093
19,Female,72.4,1.75,169,140,64,1.2,840,Cardio,31.0,1.7,4,2,23.64,23.640816326530615,3360,13440,1.7454545454545454,22.444000000000003,10.860000000000001,11.584000000000001,6.636666666666668
43,Male,73.2,1.88,176,142,63,1.17,822,Cardio,29.4,3.3,3,1,20.71,20.71072883657764,2466,9864,1.281038961038961,21.5208,10.98,10.5408,8.228321167883212
34,Male,110.5,1.86,188,139,62,1.42,1086,Cardio,22.3,3.6,2,1,31.94,31.940108683084745,2172,8688,1.1283116883116884,24.6415,16.575,8.066500000000001,7.14917702578269
50,Male,90.8,1.71,173,153,62,1.07,810,Yoga,22.6,3.4,4,2,31.05,31.05228959337916,3240,12960,1.683116883116883,20.5208,13.62,6.900800000000002,4.100012345679014
56,Female,45.1,1.73,165,129,73,0.83,482,Strength,25.4,2.6,3,1,15.07,15.068996625346653,1446,5784,0.7511688311688312,11.455400000000001,6.765,4.690400000000001,6.244135546334718
59,Male,89.4,1.62,198,125,59,1.43,885,Strength,23.5,3.6,3,2,34.06,34.06492912665752,2655,10620,1.3792207792207791,21.009,13.41,7.599,5.509632768361582
43,Male,127.7,1.69,171,155,53,1.14,875,Cardio,24.1,2.9,3,2,44.71,44.71131963166557,2625,10500,1.3636363636363635,30.775700000000004,19.155,11.620700000000003,8.521846666666669
52,Male,70.9,1.72,194,143,66,1.31,927,Strength,20.2,2.6,3,2,23.97,23.96565711195241,2781,11124,1.4446753246753248,14.3218,10.635,3.6868,2.551992089176555
42,Female,49.2,1.5,173,131,63,1.15,678,HIIT,27.7,1.5,3,2,21.87,21.866666666666667,2034,8136,1.0566233766233766,13.6284,7.38,6.248399999999999,5.913554572271386
30,Male,64.1,1.87,182,142,67,0.64,500,Yoga,26.2,2.1,2,1,18.33,18.330521318882433,1000,4000,0.5194805194805194,16.7942,9.614999999999998,7.179200000000002,13.819960000000004
24,Female,69.7,1.75,166,146,60,1.41,1029,Cardio,32.5,2.0,3,1,22.76,22.759183673469387,3087,12348,1.6036363636363635,22.652500000000003,10.455,12.197500000000003,7.606150793650796
53,Female,56.9,1.59,199,164,65,1.49,1100,HIIT,29.5,2.0,3,2,22.51,22.507021083026775,3300,13200,1.7142857142857142,16.7855,8.535,8.250499999999999,4.812791666666667
37,Female,53.0,1.71,184,156,50,1.13,881,Yoga,28.1,1.7,4,2,18.13,18.125235115078144,3524,14096,1.8306493506493506,14.893,7.949999999999999,6.943000000000001,3.7926433030647
18,Female,72.7,1.55,172,125,56,0.84,525,Cardio,29.8,2.0,3,1,30.26,30.260145681581683,1575,6300,0.8181818181818182,21.6646,10.905,10.7596,13.150622222222223
25,Male,76.5,1.96,180,120,59,0.67,442,Strength,23.2,2.3,3,1,19.91,19.913577675968348,1326,5304,0.6888311688311688,17.747999999999998,11.475,6.272999999999998,9.106730769230767
33,Male,113.6,1.99,169,125,58,1.38,949,Strength,28.4,3.4,2,1,28.69,28.68614428928562,1898,7592,0.985974025974026,32.26239999999999,17.04,15.222399999999993,15.438946259220225
29,Male,95.2,1.86,174,141,52,0.64,496,Yoga,26.6,2.5,2,1,27.52,27.51763209619609,992,3968,0.5153246753246753,25.323200000000003,14.28,11.043200000000004,21.42959677419356
40,Male,51.7,1.82,161,160,71,0.9,792,Strength,21.4,3.0,3,1,15.61,15.608018355271103,2376,9504,1.2342857142857142,11.0638,7.755,3.3088000000000006,2.6807407407407413
32,Male,105.3,1.67,184,143,72,0.57,448,Cardio,26.9,2.9,3,1,37.76,37.75682168596938,1344,5376,0.6981818181818182,28.325699999999994,15.794999999999998,12.530699999999996,17.947617187499993
45,Female,71.2,1.68,172,144,63,1.37,888,Strength,34.1,1.6,3,1,25.23,25.226757369614518,2664,10656,1.383896103896104,24.279200000000003,10.68,13.599200000000003,9.826749249249252
51,Female,78.1,1.51,193,134,74,0.92,555,Strength,31.1,2.6,3,1,34.25,34.25288364545414,1665,6660,0.8649350649350649,24.289099999999998,11.714999999999998,12.5741,14.537623123123124
19,Female,50.6,1.68,193,145,64,1.21,877,Yoga,30.6,2.1,3,2,17.93,17.928004535147394,2631,10524,1.3667532467532468,15.483600000000001,7.59,7.893600000000001,5.775438996579248
49,Male,70.2,1.89,194,127,51,0.7,440,Yoga,29.6,2.6,3,1,19.65,19.652305366591083,1320,5280,0.6857142857142857,20.779200000000003,10.53,10.249200000000004,14.946750000000005
39,Female,60.6,1.65,162,167,63,0.92,768,HIIT,27.6,1.7,3,1,22.26,22.25895316804408,2304,9216,1.1968831168831169,16.7256,9.09,7.6356,6.3795703125
42,Male,76.4,1.97,165,157,65,1.14,886,HIIT,22.9,2.6,3,2,19.69,19.68615527326136,2658,10632,1.3807792207792209,17.4956,11.46,6.035599999999999,4.371155003762226
39,Female,68.6,1.64,162,154,53,1.33,1024,Cardio,32.4,1.5,3,2,25.51,25.505651397977395,3072,12288,1.5958441558441558,22.226399999999998,10.29,11.936399999999999,7.479677734375
59,Male,123.3,1.88,177,161,67,1.3,1036,HIIT,23.0,2.6,4,2,34.89,34.88569488456315,4144,16576,2.152727272727273,28.359,18.494999999999997,9.864000000000004,4.582094594594596
23,Male,107.0,1.94,198,120,73,1.35,891,HIIT,23.5,2.9,2,1,28.43,28.43022637899883,1782,7128,0.9257142857142857,25.145,16.05,9.094999999999999,9.824845679012345
32,Male,68.3,1.92,168,165,54,1.42,1289,Strength,29.9,3.5,2,1,18.53,18.52756076388889,2578,10312,1.3392207792207793,20.421699999999998,10.245,10.176699999999999,7.598971101629168
54,Female,47.8,1.6,171,155,55,1.19,830,Cardio,26.0,2.3,4,2,18.67,18.671874999999996,3320,13280,1.7246753246753246,12.427999999999999,7.169999999999999,5.258,3.0486897590361446
25,Female,74.3,1.71,162,157,64,1.43,1123,Yoga,25.6,1.6,3,2,25.41,25.409527717930306,3369,13476,1.7501298701298702,19.0208,11.145,7.875800000000002,4.500123181953103
22,Male,106.8,1.82,170,130,50,1.0,715,Yoga,28.2,2.3,4,2,32.24,32.24248279193334,2860,11440,1.4857142857142858,30.117599999999996,16.02,14.097599999999996,9.488769230769227
56,Male,125.5,1.8,189,131,73,1.26,817,Strength,20.9,2.7,4,2,38.73,38.73456790123456,3268,13072,1.6976623376623377,26.229499999999998,18.825,7.404499999999999,4.361585832313341
21,Female,55.2,1.55,163,161,53,1.37,1103,Strength,31.7,1.7,4,2,22.98,22.976066597294484,4412,17648,2.2919480519480517,17.4984,8.28,9.2184,4.022080689029919
23,Female,71.4,1.72,164,169,74,1.25,1056,Strength,25.6,1.5,2,1,24.13,24.13466738777718,2112,8448,1.0971428571428572,18.2784,10.71,7.5684000000000005,6.89828125
49,Male,77.7,1.61,160,158,50,1.03,806,Strength,26.7,3.4,3,2,29.98,29.975695382122602,2418,9672,1.2561038961038962,20.745900000000002,11.655,9.090900000000003,7.237379032258066
52,Male,104.8,1.99,187,130,67,0.93,598,Cardio,24.0,2.0,2,1,26.46,26.46397818236913,1196,4784,0.6212987012987014,25.151999999999997,15.719999999999999,9.431999999999999,15.181103678929762
57,Male,82.2,1.69,188,155,63,1.15,882,Strength,25.2,3.4,4,2,28.78,28.780504884282767,3528,14112,1.8327272727272728,20.7144,12.33,8.384400000000001,4.574821428571429
